Id,PID,MS SubClass,Lot Frontage,Lot Area,Overall Qual,Overall Cond,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Heating QC,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Fireplace Qu,Garage Cars,Garage Area,Garage Qual,Garage Cond,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Misc Val,SalePrice,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Street_Pave,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,Lot Config_CulDSac,Lot Config_FR2,Lot Config_FR3,Lot Config_Inside,Land Slope_Mod,Land Slope_Sev,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,Paved Drive_P,Paved Drive_Y,Total square ft,Total baths,Has Central Air,Has Garage,Has Fence,Age
2350,527355280,20,79.0,10240,6,6,1980,157.0,3,4,4,3,3,1686,0,0,1686,3,1,3,7,1,3,2.0,612.0,3,3,384,131,0,0,0,0,0,0,207500,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2201,2,1,1,0,41
2762,906394040,20,78.0,9316,7,5,2005,140.0,4,3,4,3,5,1614,0,0,1614,3,1,4,7,1,4,2.0,576.0,3,3,100,45,0,0,0,0,0,0,225000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1759,2,1,1,0,16
2788,907227090,20,60.0,7200,5,8,1972,0.0,3,3,3,3,5,864,0,0,864,3,1,3,5,0,0,1.0,297.0,3,3,0,0,0,0,0,0,0,0,119900,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,864,1,1,1,1,49
2384,528112010,20,108.0,12228,7,5,2006,206.0,4,3,5,4,5,1740,0,0,1740,4,1,4,8,0,0,3.0,874.0,3,3,0,43,0,0,0,0,0,0,293000,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1783,2,1,1,0,15
2716,905107240,20,78.0,10335,5,6,1993,0.0,3,3,3,3,4,1721,0,0,1721,3,1,3,7,1,3,2.0,440.0,3,3,0,96,180,0,0,0,0,0,180000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1817,3,1,1,1,53
313,914478045,80,0.0,12328,6,5,1976,335.0,3,3,3,3,3,1034,0,0,1034,3,1,3,6,0,0,3.0,888.0,3,3,0,0,0,0,0,0,0,0,169900,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1034,1,1,1,0,45
84,532351140,90,68.0,8930,6,5,1978,0.0,3,3,0,0,3,1318,584,0,1902,4,2,3,8,0,0,2.0,539.0,3,3,0,0,0,0,0,0,0,0,112000,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1902,2,1,1,0,43
81,531453010,20,81.0,9672,6,5,1985,0.0,3,3,4,3,3,1097,0,0,1097,3,1,3,6,0,0,2.0,480.0,3,3,0,0,0,0,0,0,0,0,152000,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1097,2,1,1,1,37
2389,528118110,60,120.0,13975,9,5,2006,525.0,4,3,4,3,5,1117,1089,0,2206,4,1,5,10,1,4,3.0,670.0,3,3,148,95,0,0,0,0,0,0,300000,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2449,3,1,1,0,16
280,908152080,80,94.0,7819,6,5,1976,0.0,3,3,3,3,3,1117,0,0,1117,3,1,3,6,1,3,2.0,672.0,3,3,144,0,0,0,0,0,0,0,107000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1261,1,1,1,1,45
190,902402250,190,60.0,11340,4,6,1950,0.0,3,3,3,3,4,1246,1044,0,2290,4,2,3,11,0,0,2.0,560.0,3,3,0,0,114,0,0,0,0,0,122500,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2290,2,1,1,0,136
2371,527451450,160,21.0,1680,6,5,1972,504.0,3,3,3,3,3,483,465,0,948,2,1,3,5,0,0,1.0,264.0,3,3,0,0,0,0,0,0,0,0,89000,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,948,2,1,1,0,49
213,904350045,50,65.0,6001,6,5,1950,0.0,3,3,2,3,5,600,319,0,919,3,1,3,5,0,0,1.0,231.0,3,3,0,0,45,0,0,0,0,0,95000,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,919,1,0,1,1,81
1864,534125120,20,78.0,11700,6,6,1968,41.0,3,3,3,3,5,1152,0,0,1152,3,1,3,7,0,0,2.0,412.0,3,3,0,126,0,0,0,0,0,0,143450,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1278,2,1,1,0,53
37,528108120,60,102.0,12858,9,5,2010,162.0,5,3,5,3,5,1627,707,0,2334,3,1,5,10,1,4,3.0,751.0,3,3,144,133,0,0,0,0,0,0,376162,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2611,3,1,1,0,12
146,535175070,20,73.0,9300,5,5,1960,324.0,3,3,3,3,3,1264,0,0,1264,3,1,3,6,2,4,2.0,461.0,3,3,0,0,0,0,143,0,0,0,167500,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1264,1,1,1,0,61
809,906226080,90,64.0,7018,5,5,1979,275.0,3,3,4,3,3,1224,0,0,1224,2,2,3,6,2,3,2.0,528.0,3,3,120,0,0,0,0,0,0,0,153337,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1344,2,1,1,0,42
767,904351200,70,54.0,6629,6,6,1950,0.0,3,4,3,3,3,697,672,0,1369,3,1,3,6,0,0,1.0,300.0,3,3,147,0,0,0,0,0,0,0,103600,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1516,2,0,1,0,96
262,907200340,20,75.0,10650,5,6,1976,0.0,3,3,3,4,3,894,0,0,894,3,1,3,5,0,0,1.0,308.0,3,3,365,0,0,0,0,0,0,0,128200,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1259,1,1,1,1,45
101,533221090,160,0.0,2117,6,5,2000,216.0,4,3,4,3,5,769,804,0,1573,3,1,4,5,0,0,2.0,440.0,3,3,0,32,0,0,0,0,0,0,177500,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1605,3,1,1,0,21
48,528176070,60,105.0,13650,8,5,2002,232.0,4,3,4,3,5,1687,563,0,2250,3,1,4,7,1,5,3.0,756.0,3,3,238,130,0,0,0,0,0,0,320000,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2618,3,1,1,0,19
489,528290180,60,42.0,8433,6,5,2000,0.0,3,3,4,3,5,819,695,0,1514,3,1,3,7,1,3,2.0,394.0,3,3,0,72,0,0,0,0,0,0,190000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1586,3,1,1,0,21
2369,527451200,160,21.0,1680,6,5,1971,236.0,3,3,3,3,3,672,546,0,1218,3,1,3,7,0,0,0.0,0.0,0,0,201,0,0,0,0,0,0,0,91500,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1419,2,1,0,0,50
707,902202150,190,50.0,6000,5,4,1954,0.0,3,3,3,3,3,811,576,0,1387,3,2,4,7,0,0,1.0,256.0,3,3,0,0,0,0,0,0,0,0,93000,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1387,2,1,1,0,67
1556,911102170,70,50.0,8500,4,4,1950,0.0,3,2,3,3,3,649,668,0,1317,3,1,3,6,0,0,1.0,250.0,3,2,0,54,172,0,0,0,0,0,40000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1371,1,0,1,1,101
2034,903454010,70,60.0,6882,6,7,2006,0.0,3,3,3,3,3,773,582,0,1355,3,1,4,7,0,0,0.0,0.0,0,0,136,0,115,0,0,0,0,0,127000,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1491,2,1,0,0,107
308,911204100,30,66.0,8712,4,7,1950,0.0,2,2,3,3,4,952,0,0,952,3,1,3,5,0,0,1.0,330.0,3,3,0,0,265,0,0,0,0,0,50138,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,952,1,1,1,0,125
2176,908152070,20,0.0,7917,6,7,1976,174.0,3,4,3,4,3,1113,0,0,1113,3,1,3,6,1,2,1.0,504.0,3,4,370,30,0,0,0,0,0,0,148000,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1513,2,1,1,1,45
1549,910203020,30,71.0,6900,5,6,1955,0.0,3,3,3,3,5,778,0,0,778,2,1,3,4,1,4,1.0,924.0,5,5,0,25,0,0,0,0,0,0,120500,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,803,1,1,1,0,81
909,909178160,50,60.0,9900,6,7,1950,0.0,3,3,3,3,3,944,545,0,1489,3,1,3,7,1,4,1.0,240.0,3,3,335,0,0,0,0,0,0,0,139500,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1824,2,1,1,1,81
892,908154040,20,86.0,13286,9,5,2008,340.0,5,3,5,3,5,1698,0,0,1698,3,1,5,8,1,4,3.0,768.0,3,3,327,64,0,0,0,0,0,0,320000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2089,2,1,1,0,14
2045,904100100,70,107.0,12888,7,8,1980,0.0,3,4,3,3,3,1262,1005,0,2267,3,1,3,7,2,4,2.0,498.0,3,3,521,0,0,0,0,0,0,0,219000,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2788,2,1,1,0,84
2927,923276100,20,0.0,8885,5,5,1983,0.0,3,3,4,3,3,902,0,0,902,2,1,3,5,0,0,2.0,484.0,3,3,164,0,0,0,0,0,0,0,131000,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1066,1,1,1,1,38
1732,528221030,60,62.0,8857,6,5,2006,0.0,4,3,4,3,5,738,757,0,1495,3,1,4,7,1,4,2.0,440.0,3,3,100,30,0,0,0,0,0,0,171925,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1625,3,1,1,0,15
998,527107090,20,53.0,14137,5,5,1997,0.0,4,3,4,3,4,1384,0,0,1384,3,1,4,7,0,0,2.0,404.0,3,3,0,39,0,0,0,0,0,0,177900,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1423,2,1,1,0,25
2203,909252170,70,53.0,6720,6,7,1950,0.0,3,3,3,3,3,851,585,0,1436,3,1,3,7,1,4,1.0,228.0,3,3,184,0,0,0,0,0,0,0,141500,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1620,1,0,1,0,100
356,527162120,60,60.0,7500,6,5,1999,0.0,4,3,4,3,4,952,684,0,1636,3,1,3,7,1,3,2.0,440.0,3,3,0,84,0,0,0,0,0,0,191000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1720,3,1,1,0,23
2475,531375100,20,63.0,13072,6,5,2004,0.0,3,3,4,3,5,1158,0,0,1158,3,1,4,5,0,0,2.0,576.0,3,3,0,50,0,0,0,0,0,0,158000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1208,2,1,1,0,17
2264,916386170,20,67.0,10656,8,5,2007,274.0,4,3,4,3,5,1646,0,0,1646,3,1,4,6,1,4,3.0,870.0,3,3,192,80,0,0,0,0,0,0,248900,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1918,2,1,1,0,15
2201,909252010,50,60.0,7200,5,7,1950,252.0,3,3,4,3,5,981,787,0,1768,3,1,4,7,2,3,1.0,240.0,3,3,0,0,264,0,0,0,0,0,175000,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1768,2,1,1,1,84
2545,534400120,190,80.0,8800,6,7,2000,0.0,3,4,3,3,5,1565,0,0,1565,3,1,4,7,2,3,1.0,299.0,3,3,200,25,211,0,0,0,0,460,185900,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1790,2,1,1,1,56
2660,902325050,75,60.0,10800,7,7,1970,0.0,3,3,4,3,2,880,888,0,1768,2,1,3,6,2,3,2.0,320.0,3,3,0,341,0,0,0,0,0,0,163000,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2109,2,0,1,0,107
2882,911175440,190,50.0,9000,5,6,1951,0.0,2,2,3,3,3,1060,336,0,1396,4,2,3,8,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,115000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1396,2,0,0,0,70
1379,905103030,80,80.0,13014,6,5,1978,39.0,3,3,3,3,3,1096,0,0,1096,3,1,3,6,1,2,2.0,484.0,3,3,168,0,0,0,0,0,0,0,157500,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1264,1,1,1,0,43
491,528292030,60,0.0,15896,7,5,1999,210.0,4,3,4,3,5,1223,1089,0,2312,4,1,4,8,1,3,3.0,658.0,3,3,298,0,0,0,0,0,0,0,245000,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2610,3,1,1,0,22
1002,527140090,120,41.0,5395,8,5,1993,0.0,4,3,4,3,4,1337,0,0,1337,2,1,4,5,1,3,2.0,462.0,3,3,96,0,70,168,0,0,0,0,180000,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1433,2,1,1,0,28
1848,533223050,160,0.0,5105,7,5,2004,0.0,4,3,4,3,5,551,551,0,1102,2,1,4,4,0,0,2.0,480.0,3,3,0,60,0,0,0,0,0,0,148800,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1162,3,1,1,0,17
1455,907251090,60,75.0,9473,8,5,2002,0.0,4,3,4,3,5,1128,903,0,2031,3,1,4,7,1,4,2.0,577.0,3,3,0,211,0,0,0,0,0,0,237000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2242,3,1,1,0,19
908,909175080,30,60.0,8400,2,5,1950,0.0,3,3,3,2,3,438,0,0,438,1,1,2,3,0,0,1.0,246.0,3,3,0,0,0,0,0,0,0,0,60000,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,438,1,0,1,0,101
1490,908103260,85,64.0,12102,5,5,1976,222.0,3,3,4,4,5,1033,0,0,1033,3,1,3,6,0,0,2.0,504.0,2,3,224,0,0,0,0,0,0,0,165000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1257,1,1,1,0,45
1465,907262060,60,41.0,10905,7,5,2003,0.0,4,3,4,3,5,1129,1198,0,2327,4,1,4,9,1,4,2.0,596.0,3,3,0,57,0,0,0,0,0,0,240000,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2384,3,1,1,0,18
1627,527163080,20,0.0,9556,7,5,1993,52.0,3,3,4,3,4,1187,0,0,1187,3,1,4,6,0,0,2.0,420.0,3,3,0,21,0,0,0,0,0,0,160000,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1208,2,1,1,0,29
2849,909201180,190,58.0,6430,6,6,1950,0.0,3,3,3,3,3,816,524,0,1340,3,1,3,6,0,0,1.0,440.0,3,3,0,0,0,0,0,0,0,0,128000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1340,1,0,1,0,76
1501,908201100,90,65.0,6040,4,5,1955,0.0,3,3,0,0,3,1152,0,0,1152,2,2,2,6,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,82000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1152,2,0,0,0,66
626,535125070,20,80.0,14695,6,8,2008,210.0,3,4,3,3,4,1567,0,0,1567,2,1,4,5,2,4,2.0,542.0,3,3,0,110,0,0,342,0,0,0,256000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1677,2,1,1,1,55
722,902401130,70,50.0,9000,7,9,1988,0.0,3,4,3,3,5,832,650,0,1482,3,1,3,7,0,0,2.0,324.0,3,3,0,0,0,0,0,0,0,0,143000,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1482,1,1,1,0,101
2260,916384050,20,67.0,8368,7,5,2007,0.0,4,3,4,3,5,1689,0,0,1689,3,1,4,7,0,0,2.0,433.0,3,3,100,39,0,0,0,0,0,0,231713,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1828,2,1,1,0,15
1639,527226040,190,195.0,41600,5,5,1990,0.0,3,3,4,3,3,1424,0,0,1424,3,1,3,7,0,0,3.0,828.0,3,3,144,0,0,0,0,0,0,0,155000,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1568,2,1,1,0,52
1603,923252100,20,59.0,6490,5,7,1983,0.0,3,4,3,3,5,816,0,0,816,2,1,3,4,0,0,1.0,264.0,3,3,315,0,0,0,0,0,0,0,128500,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1131,1,1,1,1,38
1520,909177120,30,60.0,7290,7,8,1950,174.0,3,3,3,3,5,1424,0,0,1424,2,1,3,7,1,4,1.0,312.0,3,3,0,0,90,0,0,0,0,0,168000,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1424,2,1,1,0,100
1665,527402240,60,0.0,7472,7,9,2004,138.0,3,3,3,3,4,725,754,0,1479,4,1,4,7,0,0,2.0,484.0,3,3,0,32,0,0,0,0,0,0,184000,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1511,2,1,1,0,49
2635,535478110,190,70.0,7000,5,5,1962,0.0,3,3,3,3,3,1025,0,0,1025,3,1,3,6,0,0,0.0,0.0,0,0,96,80,0,0,0,0,0,0,124000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1201,1,1,0,0,59
581,534127130,20,0.0,11717,6,6,1970,571.0,3,3,3,3,3,1442,0,0,1442,2,1,3,6,1,3,2.0,615.0,3,3,371,0,0,0,0,0,0,0,185000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1813,2,1,1,0,51
2435,528240080,60,106.0,11194,8,5,2000,40.0,4,3,4,3,5,1454,482,0,1936,3,1,4,7,1,3,2.0,504.0,3,3,188,124,0,0,0,0,0,0,230500,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2248,3,1,1,0,21
2799,907285010,60,90.0,11250,7,5,1998,227.0,3,3,4,3,5,1070,869,0,1939,3,1,4,8,1,3,3.0,555.0,3,3,128,84,0,0,0,0,0,0,227000,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2151,3,1,1,0,23
883,907414080,60,64.0,8633,6,5,2005,0.0,4,3,4,3,5,738,738,0,1476,3,1,4,7,0,0,2.0,540.0,3,3,100,35,0,0,0,0,0,0,173500,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1611,3,1,1,0,16
2537,534201300,85,70.0,8400,5,6,1968,0.0,3,3,4,3,4,898,0,0,898,3,1,3,6,0,0,1.0,326.0,3,3,143,0,0,0,0,0,0,0,140000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1041,1,1,1,0,53
1120,528439010,20,87.0,10037,8,5,2007,0.0,4,3,5,3,5,1460,0,0,1460,3,1,4,6,1,4,2.0,480.0,3,3,0,20,0,0,0,0,0,0,247000,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1480,2,1,1,0,15
774,905107310,85,0.0,8014,6,5,1978,23.0,3,3,4,3,3,1034,0,0,1034,3,1,3,5,1,2,2.0,504.0,3,3,0,0,0,0,0,0,0,0,149900,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1034,1,1,1,0,43
1447,907202010,20,0.0,12250,5,6,1978,180.0,3,3,4,3,5,1174,0,0,1174,3,1,3,5,0,0,2.0,528.0,3,3,211,0,280,0,0,0,0,0,158000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1385,1,1,1,0,43
104,533223100,160,0.0,2403,7,5,2003,0.0,4,3,4,3,5,530,550,0,1080,2,1,4,4,0,0,2.0,496.0,3,3,0,50,0,0,0,0,0,0,147110,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1130,3,1,1,0,18
2694,903454080,50,50.0,8600,6,6,1950,0.0,3,3,3,3,3,780,596,0,1376,3,1,3,7,1,4,1.0,198.0,3,3,0,0,0,0,0,0,0,0,119500,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1376,2,1,1,0,84
920,909275080,50,60.0,13680,5,6,1950,0.0,3,3,3,3,5,840,727,0,1567,2,1,3,6,2,3,2.0,440.0,3,3,0,21,150,0,0,0,0,0,205000,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1588,2,1,1,1,81
1951,535379110,70,60.0,10800,5,9,1999,0.0,3,4,4,3,5,751,783,0,1534,3,1,4,6,0,0,0.0,0.0,0,0,0,112,0,0,0,0,0,0,148000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1646,2,1,0,0,126
9,527146030,120,39.0,5389,8,5,1996,0.0,4,3,4,3,5,1616,0,0,1616,2,1,4,5,1,3,2.0,608.0,3,3,237,152,0,0,0,0,0,0,236500,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,2005,2,1,1,0,26
2848,909176180,50,60.0,10890,5,5,1950,0.0,3,3,2,3,3,1058,493,0,1551,3,1,2,6,0,0,1.0,240.0,2,3,0,0,0,0,0,0,0,0,137000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1551,2,1,1,1,83
614,534431130,20,68.0,9768,5,5,1955,0.0,3,3,3,3,4,960,0,0,960,2,1,3,5,0,0,1.0,330.0,3,3,0,70,0,0,0,0,0,0,122000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1030,1,1,1,1,66
1736,528222030,20,73.0,8993,7,5,2007,0.0,4,3,4,3,5,1302,0,0,1302,3,1,4,6,0,0,2.0,436.0,3,3,0,22,0,0,0,0,0,0,176485,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1324,2,1,1,0,14
2686,903400030,30,50.0,11672,5,5,1950,0.0,3,3,3,3,3,816,0,0,816,2,1,3,4,0,0,1.0,210.0,2,2,168,0,112,0,0,0,0,0,109000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,984,1,1,1,0,96
2257,916253320,120,0.0,9763,7,5,1998,239.0,4,3,4,3,5,1502,0,0,1502,1,1,4,5,1,3,1.0,286.0,3,3,0,0,0,0,0,0,0,0,330000,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1502,2,1,1,0,23
1284,902100020,20,56.0,9836,6,5,2008,0.0,3,3,3,3,4,1133,0,0,1133,3,1,3,7,0,0,1.0,308.0,3,3,0,175,0,0,0,0,0,0,143000,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1308,1,0,1,0,13
1765,528340030,60,89.0,10557,9,5,1998,422.0,4,3,5,3,5,1671,1407,0,3078,4,1,4,9,1,3,3.0,806.0,3,3,108,87,0,0,0,0,0,0,410000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,3273,3,1,1,0,23
1811,531380110,60,70.0,8462,6,5,1994,105.0,4,4,4,4,5,936,785,0,1721,3,1,4,7,0,0,2.0,471.0,3,3,300,87,0,0,0,0,0,0,201000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2108,3,1,1,0,27
2603,535380130,50,60.0,10818,4,4,1950,0.0,3,3,2,3,3,981,779,0,1760,4,1,3,7,1,3,2.0,648.0,2,3,120,0,96,0,0,0,0,0,80000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1880,2,1,1,0,111
2220,909282020,70,61.0,7259,6,8,2002,0.0,3,3,3,3,5,1436,884,0,2320,3,1,4,9,1,3,1.0,180.0,3,3,224,0,0,0,0,0,0,0,259500,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,2544,3,1,1,1,76
2273,916477060,60,0.0,11800,7,5,2004,94.0,4,3,4,3,5,1146,1340,0,2486,5,1,4,10,1,4,2.0,452.0,3,3,143,32,0,0,0,0,0,0,279900,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2661,4,1,1,0,18
163,535453070,20,75.0,7500,5,7,1994,0.0,3,3,3,3,5,1246,0,0,1246,3,1,4,6,0,0,1.0,305.0,3,3,218,0,0,0,0,0,0,0,154000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1464,2,1,1,1,62
2116,906426060,50,0.0,159000,6,7,2006,472.0,4,3,4,3,4,1444,700,0,2144,4,1,4,7,2,3,2.0,389.0,3,3,0,98,0,0,0,0,0,500,277000,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,2242,2,1,1,0,63
2734,905403050,50,62.0,6488,5,5,1950,0.0,3,3,3,3,5,799,351,0,1150,3,1,3,6,2,3,1.0,215.0,3,3,264,0,0,0,0,0,0,0,128000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1414,1,0,1,0,79
426,528108010,20,110.0,14230,8,5,2007,640.0,4,3,4,3,5,1600,0,0,1600,3,1,4,7,1,4,3.0,890.0,3,3,0,56,0,0,0,0,0,0,256300,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1656,2,1,1,0,14
2216,909276210,50,110.0,7810,4,6,2003,0.0,3,4,3,4,5,1230,525,0,1755,4,1,4,7,1,3,1.0,231.0,2,3,0,40,0,0,0,0,0,0,188000,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1795,2,1,1,0,91
2900,916475100,20,85.0,14331,8,5,2002,630.0,4,3,5,3,5,1800,0,0,1800,3,1,4,7,1,4,3.0,765.0,3,3,270,78,0,0,0,0,0,0,312500,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2148,2,1,1,0,19
